Name,Likelihood,Duplication,Loss,Transfer
traI_2_1,-19.3244,1e-07,0.57556,1
group_4876_2,-28.2361,1e-07,0.301935,0.124646
group_5463_15,-19.8477,1e-07,0.239196,1e-07
group_6645,-38.5674,1e-07,0.382336,0.445448
group_2441,-49.8201,1e-07,0.290416,0.100749
group_3194,-224.095,1e-07,0.320602,0.471475
group_1862_1,-70.2818,1e-07,0.241142,0.516898
group_5012_2,-23.5699,1e-07,0.296008,0.501956
group_7290_6,-56.0525,1e-07,0.28796,0.483699
group_10684,-12.9343,0.1,0.2,0.1
group_1139_1,-13.9944,1e-07,0.466316,0.344157
group_1218,-24.8632,1e-07,0.477548,1e-07
group_5013_9,-63.4941,1e-07,0.449854,0.321343
axe1-6A,-94.1206,1e-07,0.177035,0.180739
group_1063,-14.1949,1e-07,0.238411,0.529429
group_6439,-16.0501,1e-07,0.315492,0.160562
group_2186_1,-33.1065,1e-07,0.235158,0.518275
group_5970_1,-56.4258,1e-07,0.289428,0.164034
group_294_1,-14.2124,1e-07,0.227184,0.532032
group_2103,-108.43,1e-07,0.24225,0.251043
flgK_1,-55.5379,1e-07,0.303043,0.168257
group_6007,-15.3079,1e-07,0.187037,0.514515
group_3816_1,-14.2209,1e-07,0.244444,0.52649
group_5394_4,-20.7706,1e-07,0.269493,0.208012
papB_1_1_1,-14.2204,1e-07,0.24462,0.526452
group_2439_2,-19.7558,0.111091,0.168971,0.294256
group_7903,-50.0749,1e-07,0.507293,1
group_3533_1,-180.797,1e-07,0.26163,0.230633
icaB_1,-77.9463,1e-07,0.315044,0.0477706
group_4013_2,-13.0602,1e-07,0.456334,0.331648
group_5002_5,-35.3986,1e-07,0.244454,0.0590766
group_2755_1,-36.6209,1e-07,0.232662,0.52528
group_7029,-14.1327,1e-07,0.273487,0.517837
group_7405_2,-23.8766,1e-07,0.766956,1
group_8427_1,-14.1826,1e-07,0.234558,0.530561
group_4431,-12.9579,0.1,0.2,0.1
group_11714,-38.9396,1e-07,0.366513,0.458644
ssnA,-146.338,0.00996438,0.229593,0.199294
sodB,-38.6229,1e-07,0.0456712,0.0191823
moeB,-139.09,1e-07,0.273599,0.116774
group_2642,-60.082,1e-07,0.226414,0.234661
group_5399,-14.2071,1e-07,0.232136,0.530829
group_4003_1,-24.3797,1e-07,0.753206,1
group_4320,-14.2402,1e-07,0.219789,0.533373
group_4644,-40.2552,1e-07,0.313874,0.0214077
group_4812_2,-11.1093,0.1,0.2,0.1
group_5205_4,-17.8637,0.00953394,0.221669,0.273688
group_2682,-19.6345,1e-07,0.433005,0.294478
group_3_6,-30.9114,1e-07,0.257512,0.516747
group_813_2,-40.7732,1e-07,0.3011,0.483569
group_3527_1,-99.2287,1e-07,0.108142,0.156632
group_4716_14,-42.0593,1e-07,0.313405,0.0154308
ipaB,-22.0562,1e-07,0.0826369,0.174233
group_3145,-25.9226,1e-07,0.309873,0.165326
group_4244_1,-14.1906,1e-07,0.242499,0.528273
cobU,-165.086,1e-07,0.230666,0.232289
group_12195,-14.2471,1e-07,0.216964,0.533821
group_3400_4,-32.8128,1e-07,0.368023,0.456079
ygeW,-110.662,1e-07,0.189439,0.118927
group_10484,-9.85611,0.1,0.2,0.1
group_5699_1,-34.1205,1e-07,0.732192,1
lolD_2,-121.208,1e-07,0.21784,0.146507
group_1949,-23.967,1e-07,0.305714,0.498018
group_4774,-14.1729,1e-07,0.238148,0.529801
ecpC,-135.43,0.00993953,0.210288,0.207232
group_2252,-34.157,1e-07,0.803783,1
group_1720,-50.5027,1e-07,0.306087,0.183507
iraP,-72.1185,1e-07,0.130186,0.0422732
group_10393_1,-155.642,1e-07,0.229143,0.203331
group_845,-189.626,1e-07,0.346038,0.518584
group_2749_5,-15.9211,1e-07,0.278124,1e-07
group_7027_4,-34.0976,1e-07,0.78857,1
group_4560_2,-51.9708,1e-07,0.279004,0.503024
group_5766_2,-15.261,0.1,0.2,0.1
group_5406_2,-180.392,1e-07,0.225063,0.259263
elaD_1_2,-9.07069,1e-07,0.271165,1e-07
group_5435,-29.1108,1e-07,0.203502,0.531121
group_4312_3,-33.7252,1e-07,0.458478,0.296791
group_1434_3,-11.1126,0.1,0.2,0.1
group_2020_1,-45.9963,1e-07,0.243266,1e-07
group_3504_1,-57.115,1e-07,0.536502,0.204685
gcvP,-144.838,1e-07,0.244406,0.175489
wecC,-135.248,1e-07,0.233246,0.160933
group_1744_2,-13.9929,1e-07,0.364242,0.460968
papA_3_1,-14.2125,1e-07,0.227122,0.532039
group_4648_2,-32.614,1e-07,0.204167,0.0507151
virB8,-50.683,1e-07,0.310733,0.487727
group_1948_2,-63.2396,1e-07,0.252863,0.496244
group_4473,-14.2131,1e-07,0.229449,0.531356
group_6320,-11.4061,1e-07,0.543149,1e-07
group_6046,-80.0282,1e-07,0.29253,0.493905
group_4093,-50.2661,1e-07,0.520832,0.130132
group_2081,-24.5912,1e-07,0.0411708,0.0674443
group_12527,-36.3354,1e-07,0.220061,0.519822
group_14089,-14.2061,1e-07,0.233174,0.530585
group_4950_7,-15.3034,1e-07,0.194352,0.51273
group_7085_4,-32.1336,0.0605143,0.24163,0.288492
group_11758_1,-41.9799,1e-07,0.370476,0.442695
group_6889,-14.1729,1e-07,0.238055,0.529827
umuC_2,-14.1831,1e-07,0.234627,0.53051
group_3481,-25.3655,1e-07,0.276092,0.224299
group_11352_1,-21.12,0.111262,0.170069,0.294419
group_10096,-10.8793,0.1,0.2,0.1
yraJ_1,-5.91314,0.1,0.2,0.1
group_695_1,-135.656,0.0154804,0.238835,0.101702
ftnA_1,-120.492,1e-07,0.254434,0.0761441
group_7964_1,-14.2442,1e-07,0.218121,0.533631
group_4800_1,-13.9573,1e-07,0.387925,0.441298
group_6646_2,-43.6774,1e-07,0.327285,0.457901
group_7119_2,-21.448,1e-07,0.204799,0.519548
crcB,-111.469,1e-07,0.181747,0.176308
rbsR,-153.399,1e-07,0.257861,0.181312
group_4749_4,-262.189,1e-07,0.337889,0.452512
group_5603_1,-14.2193,1e-07,0.245749,0.526153
group_4932_5,-10.5981,1e-07,0.419237,1e-07
group_11636,-39.1302,1e-07,0.761964,1
group_1647,-30.4328,1e-07,0.259813,0.10736
group_2082_2,-18.6615,1e-07,0.349237,0.476524
hpcG,-107.708,1e-07,0.17212,0.511332
php,-108.633,1e-07,0.180643,0.133387
group_14_2,-25.5491,1e-07,0.207196,0.174994
mdh_3,-69.734,1e-07,0.221222,0.511814
group_4033_2,-14.2006,1e-07,0.235577,0.530087
rraB,-158.573,1e-07,0.236811,0.224645
group_3746_1,-75.6478,1e-07,0.24337,0.516929
group_7156_1,-182.778,1e-07,0.487396,0.259212
nudK,-113.13,1e-07,0.226133,0.078384
group_11709_1,-38.8719,1e-07,0.382854,0.445009
crcB_2,-56.2425,1e-07,0.307254,0.0294696
group_4440_1,-52.7602,1e-07,0.329503,0.0245234
ygjK,-136.773,1e-07,0.149838,0.179649
group_1550_2,-50.7212,1e-07,0.327097,0.0322596
group_6514_2,-21.767,1e-07,0.304147,0.170289
group_10701,-9.83805,0.1,0.2,0.1
group_6593_3,-58.7435,1e-07,0.454944,0.298873
group_4180_1,-21.2817,1e-07,0.291329,0.22063
bioB,-139.059,1e-07,0.177338,0.233321
group_2254,-37.4175,1e-07,0.230122,0.520634
group_5764_3,-61.4486,1e-07,0.295075,0.198834
group_3014,-37.5937,1e-07,0.263991,0.242538
group_3755_1,-29.2109,1e-07,0.376156,0.44079
group_6160_2,-26.6935,1e-07,0.206737,0.528387
group_454,-124.963,1e-07,0.419799,0.361833
group_5947,-18.7197,1e-07,0.312605,0.499549
group_7914,-14.2377,1e-07,0.221508,0.533075
group_2303_3,-84.1945,1e-07,0.293586,0.189116
group_5746,-15.261,0.1,0.2,0.1
group_3869_10,-30.6655,1e-07,0.35688,0.424506
group_3656_2,-33.1421,1e-07,0.293429,0.490659
group_9417,-27.9161,1e-07,0.259334,0.25701
fabG_3,-122.65,1e-07,0.134455,0.414267
ftsQ,-129.775,1e-07,0.273783,0.0855397
aacA4,-34.4834,1e-07,0.765137,1
group_5162,-20.246,1e-07,0.319892,0.0761806
group_3797_8,-41.161,0.0164624,0.216411,0.0220992
group_11627,-14.0692,1e-07,0.346347,0.472422
group_4251_1,-27.5129,1e-07,0.230773,0.524977
ypdF,-140.974,1e-07,0.279253,0.138412
group_2504_1,-15.8216,1e-07,0.464311,0.248402
ampC_1,-30.948,1e-07,0.554449,1e-07
dadA,-131.491,1e-07,0.205203,0.109176
intA_1_3,-19.368,1e-07,0.539593,1
group_5592_2,-29.5393,1e-07,0.653532,1
group_2804_1,-19.331,1e-07,0.557474,1
group_249_4,-301.283,1e-07,0.487254,0.35949
group_3153_1,-9.84565,0.1,0.2,0.1
codA,-134.838,1e-07,0.19291,0.23587
caiA_1,-136.479,1e-07,0.240668,0.188211
group_7983_1,-50.2259,1e-07,0.248399,0.486851
group_2757_2,-14.2425,1e-07,0.219336,0.533422
rhsD_1_5,-23.6411,1e-07,0.369879,0.450655
group_3214_1,-14.1431,1e-07,0.272394,0.517849
group_6206_1,-103.738,1e-07,0.209345,0.474217
group_1967_2,-71.2155,1e-07,0.14644,0.0686152
group_210_1,-12.6126,1e-07,0.429731,1e-07
group_1865,-17.7865,0.205261,0.183892,0.540636
frc,-76.4441,1e-07,0.112498,0.046019
group_5733,-14.2111,1e-07,0.227978,0.531881
group_6538,-30.188,1e-07,0.206107,0.250667
group_2626_1,-38.0326,1e-07,0.23303,0.229333
group_1668,-47.4024,1e-07,0.309479,0.0931411
group_1480,-110.308,1e-07,0.296093,0.494902
group_3837_2,-103.789,1e-07,0.260153,0.51416
outC,-28.5351,1e-07,0.53822,0.0953772
group_3367_1,-24.3806,1e-07,0.627681,1
cyaY,-137.908,1e-07,0.246945,0.133968
ydiV_2_2,-37.5343,1e-07,0.566634,0.256473
group_3520_2,-15.3057,1e-07,0.192218,0.513125
group_4302_4,-79.9357,1e-07,0.527518,0.0960394
group_2778,-9.85611,0.1,0.2,0.1
group_10646_1,-11.4037,1e-07,0.566502,1e-07
rplQ,-83.2384,1e-07,0.215766,0.017316
eptA,-129.705,1e-07,0.196098,0.179196
group_1516_3,-19.2932,1e-07,0.673446,1
wbnJ,-11.7605,0.1,0.2,0.1
ogt,-85.9807,1e-07,0.134619,0.0912542
group_6003,-19.3012,1e-07,0.628845,1
group_3477_11,-55.155,1e-07,0.315546,0.473833
group_1058,-59.2402,1e-07,0.2053,0.264755
yhcG_1_1_1,-35.2212,1e-07,0.371705,0.425725
group_1268,-13.8288,1e-07,0.479564,0.319864
dam_2_1,-206.94,1e-07,0.268314,0.50892
group_4629_1,-76.3263,1e-07,0.431533,0.433281
thrC,-129.905,1e-07,0.251992,0.158991
rimK,-84.2543,1e-07,0.16724,0.0607506
yfdE_2,-34.4473,1e-07,0.257063,0.492513
group_2366_5,-55.072,1e-07,0.537745,0.110669
group_2834_3,-23.2756,0.128591,0.200774,0.552417
group_6408_7,-102.347,1e-07,0.275472,0.507356
group_4845_4,-43.1747,1e-07,0.41864,1e-07
group_5672,-18.8188,1e-07,0.407696,0.422534
group_3255,-14.2431,1e-07,0.218712,0.533554
group_4158_11,-29.9649,1e-07,0.257302,0.507442
rpsC,-127.338,1e-07,0.300343,0.0379451
fliD_2_1,-124.512,1e-07,0.24502,0.257036
recD,-120.648,1e-07,0.156265,0.183842
ydiV_2_1,-20.2823,1e-07,0.210159,0.523082
yfcP_6,-5.9006,0.1,0.2,0.1
group_5664_3,-18.8188,1e-07,0.407696,0.422534
group_3739_1,-105.436,1e-07,0.281792,0.493589
group_3075_1,-14.2193,1e-07,0.245749,0.526153
group_3475,-23.0547,1e-07,0.254227,0.245089
pic,-45.1476,1e-07,0.246463,0.514918
group_8645_2,-12.9732,0.1,0.2,0.1
group_9950,-5.90195,0.1,0.2,0.1
group_9388_1,-14.2124,1e-07,0.229865,0.531279
ybiU,-91.0175,1e-07,0.279162,0.0792136
group_10162_2,-14.7585,0.1,0.2,0.1
group_3429_5,-59.0604,1e-07,0.22344,0.226363
group_9876,-30.397,1e-07,0.266488,0.221041
group_363,-112.399,1e-07,0.272252,0.216705
group_5513_4,-50.9374,1e-07,0.409388,0.39321
group_1789_1,-63.8165,1e-07,0.28795,0.494254
group_6408_6,-150.172,1e-07,0.190628,0.229612
group_5157,-13.9375,1e-07,0.368805,0.458669
group_815_5,-67.2648,1e-07,0.191383,0.526243
group_287_9,-40.7614,1e-07,0.32899,0.459637
group_4898,-60.5053,1e-07,0.169226,0.0177474
cusC_1_1,-152.286,1e-07,0.215872,0.219572
group_4382,-14.2023,1e-07,0.233942,0.530482
group_6746_3,-22.4189,1e-07,0.152983,0.512609
group_3223_1,-14.2432,1e-07,0.218635,0.53357
group_8269,-14.2117,1e-07,0.230607,0.531106
group_72_6,-23.4632,0.00479986,0.212685,0.272039
fliM,-174.213,1e-07,0.287916,0.206784
group_4666_4,-23.9685,1e-07,0.323966,0.493927
group_3995_3,-21.3885,1e-07,0.278113,0.486823
group_758_1,-142.86,1e-07,0.22847,0.233267
leuB,-133.503,1e-07,0.194288,0.187495
group_2709_1,-23.0303,1e-07,0.287307,0.220891
group_2737,-19.2189,1e-07,0.738279,1
group_10356,-18.9052,0.183716,0.157088,0.543452
group_4619,-41.6087,1e-07,0.448738,0.358221
pspA_2,-22.6394,1e-07,0.417267,0.390823
group_8828,-74.2206,1e-07,0.279137,0.515144
group_5812_2,-20.312,1e-07,0.221283,0.518152
group_2417,-14.1328,1e-07,0.274659,0.517251
pdeK,-148.582,1e-07,0.223042,0.19827
group_10333,-19.3855,1e-07,0.517259,1
group_9365,-56.7364,1e-07,0.204496,0.534175
rsxC,-114.06,1e-07,0.192331,0.127785
mazG,-85.8806,1e-07,0.173317,0.0853251
group_11474,-11.091,0.1,0.2,0.1
group_1700,-19.3552,1e-07,0.589051,1
group_5352,-64.3432,1e-07,0.284741,0.491813
ribF,-119.368,1e-07,0.170122,0.158495
ydhC_2_1,-32.3601,1e-07,0.242836,0.512554
group_650_5,-21.4356,1e-07,0.170783,0.52892
group_2184_2,-12.8257,0.1,0.2,0.1
group_8079,-22.8158,1e-07,0.380591,0.223137
group_9791,-62.5727,1e-07,0.174865,0.528129
group_5670,-88.9443,1e-07,0.267101,0.0399542
group_198,-138.05,1e-07,0.356566,0.454998
group_1133,-43.1609,1e-07,0.241191,0.177165
group_5082,-14.2149,1e-07,0.226636,0.532111
group_5383_4,-30.2343,1e-07,0.449687,0.322592
hxlB,-18.3411,1e-07,0.144155,0.0438657
group_2738,-42.1109,0.00336444,0.203037,0.271679
group_7080,-34.4976,1e-07,0.335573,0.48585
fabI,-98.8788,1e-07,0.18452,0.0762082
yhcG_2,-17.1263,0.00947222,0.156204,0.269434
narJ,-107.823,0.0173131,0.199798,0.0914797
group_3111_3,-16.6057,1e-07,0.148302,0.519032
group_5441_1,-91.4146,1e-07,0.256265,0.0619632
yadV_2,-19.1816,1e-07,0.313596,0.499207
rsgA,-95.218,1e-07,0.114074,0.146809
group_1550,-28.9371,1e-07,0.944896,1
group_4131,-9.94097,0.1,0.2,0.1
pgpA,-119.719,1e-07,0.187603,0.116755
group_4933_2,-44.5454,1e-07,0.364683,0.43472
group_4813,-13.8769,1e-07,0.378941,0.452138
group_4291,-47.5144,1e-07,0.193206,0.525096
group_5174,-19.1044,1e-07,0.820453,1
group_9483,-26.4818,1e-07,0.385874,0.422565
group_7640_4,-39.2997,1e-07,0.474296,1e-07
group_4684_2,-16.9116,1e-07,0.409144,1e-07
group_4772,-18.4632,1e-07,0.313461,0.48415
dcuD_3,-14.2439,1e-07,0.218205,0.533635
group_7968,-78.083,1e-07,0.379437,0.394216
group_2128_2,-9.84565,0.1,0.2,0.1
group_580,-37.9606,1e-07,0.279849,0.505639
group_5047,-22.2987,1e-07,0.559846,1e-07
paaX,-67.6132,1e-07,0.269708,0.106296
group_3779_7,-15.2525,0.0226547,0.18973,0.280924
topA_3,-24.544,1e-07,0.490564,1
group_689,-52.6856,1e-07,0.252141,0.13211
group_2240_3,-9.84565,0.1,0.2,0.1
group_3752_3,-54.9201,1e-07,0.317564,0.497221
acpP_2,-48.4499,1e-07,0.292488,0.0857522
rbsC_1_5,-12.4065,1e-07,0.530399,0.0190033
group_637_4,-5.89944,0.1,0.2,0.1
group_193,-14.2184,1e-07,0.224175,0.532598
group_8597_1,-43.4948,1e-07,0.32947,0.470976
ansB,-167.516,0.00248536,0.235041,0.225585
nrdF,-123.151,1e-07,0.180218,0.180559
puuP,-93.0636,0.0177535,0.208482,0.108563
group_6644,-24.4322,1e-07,0.624555,1
group_2485_1,-80.0981,1e-07,0.226458,0.526007
group_1768_1,-17.3021,0.1,0.2,0.1
group_2477,-30.4136,1e-07,0.24923,0.517213
group_682,-76.1348,1e-07,0.278102,0.503946
group_3807_3,-7.72736,1e-07,0.177884,1e-07
group_5960_1,-12.951,0.1,0.2,0.1
group_777_1,-12.5476,0.1,0.2,0.1
group_9524,-28.04,1e-07,0.265389,0.510117
traV_1_1_1,-23.283,0.123142,0.217676,0.552384
yrdA_1,-147.362,1e-07,0.262387,0.152532
group_1501_2,-10.0246,1e-07,0.503145,1e-07
group_2389_2,-26.6804,1e-07,0.21188,0.525791
group_6335,-33.4904,1e-07,0.409584,0.414922
group_3385_8,-14.6459,0.1,0.2,0.1
group_9658_1,-25.436,1e-07,0.272957,0.500405
group_1409_4,-9.84565,0.1,0.2,0.1
group_74,-58.2815,1e-07,0.271558,0.496418
group_5463_4,-84.5236,1e-07,0.145443,0.0602743
group_2179,-90.4857,1e-07,0.253065,0.11441
group_7652_1,-19.2322,1e-07,0.743578,1
group_5295_5,-36.8464,1e-07,0.52605,0.0834978
group_6199_2,-14.2446,1e-07,0.217582,0.533742
group_6410,-24.9543,1e-07,0.290582,0.483573
group_3883_2,-114.143,1e-07,0.271567,0.130559
wecG,-138.07,1e-07,0.266106,0.12467
group_2919_1,-9.29926,1e-07,0.26447,1e-07
yjmD_2,-10.5981,1e-07,0.419237,1e-07
yedR,-97.835,1e-07,0.294374,0.162793
mexA,-57.743,1e-07,0.233172,0.131636
group_5010_2,-56.6233,1e-07,0.415824,0.402167
group_4647_1,-15.3183,0.1,0.2,0.1
sfmH,-90.0997,1e-07,0.255399,0.0930823
group_1358,-14.0818,1e-07,0.280946,0.515755
group_7147_1,-27.8166,1e-07,0.234168,0.524075
group_1966_11,-39.4383,0.0278398,0.241267,0.545634
group_5608,-30.3993,1e-07,0.465735,0.310588
group_3528_6,-46.5023,1e-07,0.195103,0.144058
group_3959_7,-10.3396,0.1,0.2,0.1
group_12721,-24.5207,1e-07,0.547481,1
group_129,-24.0771,1e-07,0.416518,0.414802
copA,-158.747,1e-07,0.223511,0.22992
group_5668,-37.1625,1e-07,0.202072,0.537713
group_503_1,-55.932,1e-07,0.197688,0.531972
kduD_3,-5.89894,0.1,0.2,0.1
group_2684,-115.349,1e-07,0.229619,0.260556
group_4158_9,-39.9899,1e-07,0.207748,0.0307214
group_5445,-14.2424,1e-07,0.219412,0.53341
group_7188_2,-154.5,1e-07,0.29219,0.508766
group_3841_1,-156.993,1e-07,0.275034,0.163852
group_8043_1,-39.201,1e-07,0.257424,0.24049
group_5513_2,-76.3631,1e-07,0.243092,0.235687
acrB_1,-118.841,1e-07,0.17169,0.176409
group_8647_1,-24.3082,1e-07,0.797447,1
group_3948_2,-42.9551,1e-07,0.28973,0.104941
group_148,-48.4668,1e-07,0.514933,0.197466
group_9857_1,-14.2117,1e-07,0.230607,0.531106
group_2634_1,-27.3077,1e-07,0.548589,1e-07
group_12576,-19.3294,1e-07,0.577066,1
group_2629_2,-46.1947,1e-07,0.488938,0.148681
group_7174_1,-53.1823,1e-07,0.256996,0.498402
dhbF,-18.8593,1e-07,0.30175,0.121436
group_2689_1,-11.1093,0.1,0.2,0.1
group_6081_2,-24.5154,1e-07,0.556765,1
group_1849_3,-84.665,1e-07,0.307364,0.143043
group_9930_2,-51.6579,1e-07,0.272609,0.181402
thiM,-187.927,1e-07,0.258981,0.226978
group_4246_1,-21.1894,1e-07,0.251403,0.242295
group_4487,-14.2108,1e-07,0.231342,0.530923
group_6916,-79.064,1e-07,0.223765,0.26496
bsdD,-42.834,1e-07,0.0245567,0.102265
group_3893_6,-12.9524,0.1,0.2,0.1
stpA_2,-109.186,1e-07,0.20741,0.531123
group_8151,-42.197,1e-07,0.385238,0.433066
malP_3,-124.145,1e-07,0.229443,0.252146
prtR_7,-31.9322,1e-07,0.226585,0.220076
ugpA,-117.17,1e-07,0.183745,0.168105
group_9440,-22.2987,1e-07,0.559846,1e-07
group_4047,-59.6779,1e-07,0.292939,0.0826278
group_7859_3,-33.8716,1e-07,0.679432,1
pduV_2,-52.0882,1e-07,0.288169,0.230375
dsdC,-136.086,1e-07,0.249131,0.243298
group_4969,-28.9704,1e-07,0.377934,0.407463
group_11717_1,-14.2393,1e-07,0.223454,0.532486
group_5474_1,-20.3135,1e-07,0.195114,0.526012
cpxA,-151.148,1e-07,0.261949,0.171128
group_567_2,-79.7783,1e-07,0.165102,0.530985
group_4046_1,-11.1114,0.1,0.2,0.1
shlB_1_1,-14.2148,1e-07,0.24717,0.525832
group_2080,-68.4555,1e-07,0.305346,0.153498
group_3339_1,-34.0062,1e-07,0.315075,0.495702
hns_1,-40.5629,1e-07,0.34789,0.447655
group_5869,-69.9325,1e-07,0.331028,0.460639
group_12251,-24.3883,1e-07,0.671396,1
group_2048,-90.6396,1e-07,0.291214,0.457468
rpmI,-29.4325,1e-07,0.154223,0.0429921
group_3511_4,-19.2147,1e-07,0.727351,1
lsrC,-94.9291,1e-07,0.22838,0.153674
group_4025_2,-14.2018,1e-07,0.231886,0.531114
leuO,-76.6571,1e-07,0.108688,0.0544632
group_3276_2,-20.5367,1e-07,0.231715,0.514626
group_9923,-83.2896,1e-07,0.26611,0.517571
group_1913,-53.1916,1e-07,0.307597,0.119128
dpnM_2,-26.3099,1e-07,0.259218,0.496223
tfaE_2_1,-267.728,1e-07,0.318676,0.582378
group_4300_4,-32.3659,1e-07,0.428412,0.39583
fabF,-116.929,1e-07,0.245516,0.0995382
group_2190,-79.51,1e-07,0.481481,0.214402
oapA,-142.052,1e-07,0.205266,0.202408
group_4598_3,-41.3221,1e-07,0.242411,0.254468
group_3175_2,-57.1627,1e-07,0.357313,0.425299
group_13_1,-14.2094,1e-07,0.229346,0.531586
group_2443,-24.5161,1e-07,0.571588,1
ompA,-118.182,1e-07,0.244535,0.0809941
group_10187,-14.2395,1e-07,0.220323,0.533277
group_1131,-115.637,1e-07,0.220998,0.512019
group_5023_1,-15.4788,1e-07,0.481376,0.226842
purK,-143.156,1e-07,0.236738,0.186376
group_4789_2,-27.7147,1e-07,0.348746,0.463732
tolB,-124.269,1e-07,0.275802,0.0796864
group_4707_1,-32.6215,1e-07,0.530521,0.104573
fur,-102.325,1e-07,0.228815,0.0538426
group_6587,-22.2987,1e-07,0.559846,1e-07
group_3899_1,-22.8456,1e-07,0.262292,0.50944
group_2181_2,-103.101,1e-07,0.238461,0.520415
group_5835,-56.7641,1e-07,0.265485,0.525971
group_38,-110.905,1e-07,0.245808,0.524717
esiB_3_1,-8.52636,1e-07,0.30489,1e-07
tir,-20.7025,1e-07,0.312962,0.147485
group_10399,-31.764,1e-07,0.30229,0.110408
nhaB,-130.167,1e-07,0.17613,0.181325
betI,-144.207,1e-07,0.225847,0.19655
group_2620_1,-50.5203,1e-07,0.21801,0.262307
nrdH,-98.0425,1e-07,0.210723,0.0486625
group_3521,-50.6846,1e-07,0.28576,0.489786
group_4073_1,-13.9355,1e-07,0.553068,0.0424509
group_5886_1,-14.216,1e-07,0.225662,0.532325
rodZ,-88.7463,1e-07,0.111594,0.0657403
icsA_1,-55.2017,1e-07,0.19019,0.253932
psd,-123.773,0.00734265,0.208417,0.0988738
group_4642_4,-19.3164,1e-07,0.596525,1
group_6690_1,-41.6475,1e-07,0.499033,0.0728385
group_6350,-113.926,1e-07,0.279241,0.505136
ravA,-124.111,0.00248271,0.25227,0.0781998
group_4783,-65.0405,1e-07,0.455534,0.0951462
group_31,-23.6644,1e-07,0.423567,0.413575
group_427_2,-14.646,0.1,0.2,0.1
spaR_2,-52.2065,1e-07,0.309405,0.118883
group_3617,-90.1877,1e-07,0.428631,0.440073
group_3836_3,-11.086,0.1,0.2,0.1
group_4888,-19.9003,1e-07,0.484036,0.0740212
group_3892_4,-22.9205,1e-07,0.235455,0.517938
cspG_2,-108.28,1e-07,0.435878,0.0448935
paaD,-46.1879,1e-07,0.251315,0.0306208
dnaT_1,-137.064,1e-07,0.253337,0.524277
group_6168,-14.2446,1e-07,0.217582,0.533742
group_4019_3,-60.0527,1e-07,0.449029,0.402226
group_4011_2,-11.1132,0.1,0.2,0.1
group_10918_1,-14.0692,1e-07,0.346347,0.472422
group_5896_1,-14.7283,0.1,0.2,0.1
group_9196,-51.6002,1e-07,0.308158,0.488036
basR,-101.486,1e-07,0.185316,0.0745915
selD,-125.981,1e-07,0.25033,0.12343
group_4786_1,-104.494,1e-07,0.11105,0.122064
ipaB_1,-9.84565,0.1,0.2,0.1
group_6251,-29.6878,1e-07,0.445828,1e-07
group_5074,-20.2326,1e-07,0.576895,0.0499936
yhgF,-156.272,1e-07,0.233456,0.205397
group_5508,-24.0383,1e-07,0.277743,0.51713
group_4419,-55.0478,1e-07,0.244882,0.249647
rob_3,-14.191,1e-07,0.242415,0.528297
argR,-110.511,1e-07,0.222182,0.0800373
group_1197_2,-18.6592,1e-07,0.332045,0.489239
group_8080,-38.9396,1e-07,0.366513,0.458644
cma,-19.0479,1e-07,0.417482,0.41242
group_1928_3,-100.574,1e-07,0.407325,0.459736
kduI,-85.8836,1e-07,0.189562,0.116484
rsuA,-131.341,1e-07,0.235007,0.139786
group_3465_7,-14.2148,1e-07,0.226742,0.532091
group_5184,-12.952,0.1,0.2,0.1
por_2_2,-11.0617,0.1,0.2,0.1
group_7290_4,-14.2017,1e-07,0.231866,0.531123
ybdG,-132.383,1e-07,0.26231,0.106569
group_11787,-44.0134,1e-07,0.267799,0.516381
group_5114_3,-35.1113,1e-07,0.267439,0.488378
group_3627,-17.5511,1e-07,0.523544,0.192898
group_5885,-37.7091,1e-07,0.533852,0.0688355
group_5443_1,-77.4521,1e-07,0.235195,0.229624
group_9926,-37.0141,1e-07,0.391084,0.43025
group_6578,-32.3347,1e-07,0.260316,0.223592
group_4268,-29.5095,1e-07,0.657207,1
group_6109,-14.1328,1e-07,0.274659,0.517251
group_3769_2,-14.3861,0.1,0.2,0.1
group_4369,-33.5898,1e-07,0.343802,0.476483
group_1848_9,-54.7534,1e-07,0.239962,0.140986
group_6652,-21.2817,1e-07,0.291329,0.22063
group_8650_1,-19.2461,1e-07,0.64478,1
group_5598_2,-30.3508,1e-07,0.288409,0.0994293
group_8172_3,-18.9097,0.170127,0.180066,0.547419
group_11155_1,-17.813,1e-07,0.479899,0.180268
group_2383_1,-10.8122,0.1,0.2,0.1
group_11672,-28.2035,1e-07,0.512671,1e-07
mntH,-125.743,1e-07,0.180006,0.184214
group_3477,-12.8149,0.1,0.2,0.1
group_1905,-23.9116,1e-07,0.666424,1
group_3537_5,-146.017,1e-07,0.267702,0.234523
ylmA,-143.199,1e-07,0.20633,0.228443
group_6410_1,-18.8356,1e-07,0.296457,0.506413
ulaB_2,-126.969,0.0126015,0.217465,0.545846
group_12404,-34.2186,1e-07,0.507624,0.97342
kilR_3,-17.5372,1e-07,0.521912,0.193443
frlR,-60.6681,1e-07,0.239991,0.0545499
group_3952_4,-14.124,1e-07,0.171639,0.0547111
group_5258_1,-14.6483,0.1,0.2,0.1
group_3904,-17.6856,0.1,0.2,0.1
group_1907,-371.886,1e-07,0.341494,0.492975
